buy_inst_num,date,rank_reason,sell_inst_num,stock_name,stock_symbol
802.95,2021-07-05,日换手率达20%的证券,2340.17,超华科技,002288
23242.41,2021-07-13,"连续三个交易日内,涨幅偏离值累计达20%的证券",11012.62,康强电子,002119
0.00,2021-07-12,日涨幅偏离值达7%的证券,318.74,新澳股份,603889
0.00,2021-07-29,无价格涨跌幅限制的证券,859.99,双乐股份,301036
7639.75,2021-07-29,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,485.90,瑞可达,688800
573.60,2021-07-28,"连续三个交易日内,涨幅偏离值累计达20%的证券",760.84,京蓝科技,000711
22174.60,2021-08-04,日涨幅偏离值达7%的证券,13991.80,比亚迪,002594
12662.06,2021-08-04,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,6157.53,天奈科技,688116
24209.02,2021-08-04,日振幅值达15%的证券,3231.49,南玻A,000012
977.33,2021-08-13,日跌幅偏离值达7%的证券,1249.60,东方中科,002819
2247.08,2021-08-13,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,561.14,海伦哲,300201
0.00,2021-08-13,"连续三个交易日内,涨幅偏离值累计达20%的证券",94.23,华联综超,600361
4362.05,2021-10-18,无价格涨跌幅限制的证券,971.23,百普赛斯,301080
0.00,2021-10-18,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,2162.08,高测股份,688556
0.00,2021-08-26,"连续三个交易日内,涨幅偏离值累计达20%的证券",7.31,恒盛能源,605580
0.00,2021-09-23,日跌幅偏离值达7%的证券,5101.18,新化股份,603867
27952.20,2021-09-27,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,海天味业,603288
1918.14,2021-09-27,日涨幅偏离值达7%的证券,0.00,隆鑫通用,603766
15673.66,2021-07-22,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,2771.09,科威尔,688551
1863.99,2020-12-18,有价格涨跌幅限制的日换手率达到30%的证券,602.25,朗特智能,300916
0.00,2021-08-19,当日无价格涨跌幅限制的A股，出现异常波动停牌,14672.46,沪农商行,601825
4.80,2021-08-19,日换手率达20%的证券,509.58,中岩大地,003001
0.00,2021-06-22,日跌幅偏离值达7%的证券,1479.72,拉芳家化,603630
44969.20,2021-06-22,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,福莱特,601865
229.17,2021-06-22,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,333.09,ST北文,000802
0.00,2021-04-07,日跌幅偏离值达7%的证券,527.42,金桥信息,603918
7.51,2021-04-06,"连续三个交易日内,跌幅偏离值累计达20%的证券",918.45,渝三峡A,000565
1212.06,2021-02-02,"连续三个交易日内,跌幅偏离值累计达20%的证券",860.98,艾格拉斯,002619
8493.47,2021-02-02,"连续三个交易日内,跌幅偏离值累计达20%的证券",17465.20,上海机场,600009
1154.46,2021-02-25,日跌幅偏离值达7%的证券,7428.49,中信特钢,000708
28154.20,2021-02-25,日涨幅偏离值达7%的证券,22422.10,万科A,000002
0.00,2021-02-18,退市整理证券,284.76,退市金钰,600086
35332.02,2021-02-18,日跌幅偏离值达7%的证券,41220.20,美的集团,000333
690.59,2021-03-22,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,563.43,经纬辉开,300120
3740.61,2021-03-22,日跌幅偏离值达7%的证券,1220.14,钱江摩托,000913
32418.98,2021-01-05,日涨幅偏离值达7%的证券,11701.25,大华股份,002236
68.80,2021-01-05,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,49.82,*ST群兴,002575
782.04,2021-01-05,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,0.00,太空智造,300344
527.34,2021-01-19,日涨幅偏离值达7%的证券,21.29,我爱我家,000560
1424.40,2021-01-19,日涨幅偏离值达7%的证券,1203.86,鄂武商A,000501
5044.90,2021-04-22,日跌幅偏离值达7%的证券,0.00,常熟汽饰,603035
11504.05,2021-04-22,"连续三个交易日内,跌幅偏离值累计达20%的证券",34531.99,移远通信,603236
0.00,2021-03-08,日涨幅偏离值达7%的证券,254.80,柯利达,603828
22171.05,2021-03-08,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,18257.62,汤臣倍健,300146
2073.28,2021-05-18,有价格涨跌幅限制的日换手率达到30%的证券,1821.47,中洲特材,300963
1892.87,2021-05-18,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,553.51,朗科科技,300042
508.06,2021-05-07,"连续三个交易日内,涨幅偏离值累计达20%的证券",674.94,安奈儿,002875
0.00,2021-05-07,日振幅值达15%的证券,6908.67,麦迪科技,603990
0.00,2021-05-31,"连续三个交易日内,涨幅偏离值累计达20%的证券",317.66,倍加洁,603059
1091.64,2021-05-31,"连续三个交易日内,涨幅偏离值累计达20%的证券",1163.25,赛伍技术,603212
5011.46,2021-06-10,日跌幅偏离值达7%的证券,3392.17,青青稞酒,002646
0.00,2021-06-10,"连续三个交易日内,跌幅偏离值累计达20%的证券",5016.55,金种子酒,600199
4961.76,2021-07-05,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,百隆东方,601339
0.00,2021-07-05,日跌幅偏离值达7%的证券,1648.44,信立泰,002294
11755.26,2021-07-05,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,6795.91,英飞特,300582
0.00,2021-07-12,"连续三个交易日内,跌幅偏离值累计达20%的证券",2623.00,沙钢股份,002075
33027.71,2021-07-12,日涨幅偏离值达7%的证券,20682.41,风华高科,000636
0.00,2021-07-12,退市整理证券,717.28,退市鹏起,600614
44617.99,2021-07-28,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,15956.40,北京君正,300223
46.83,2021-07-28,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,167.02,ST银河,000806
3158.55,2021-08-04,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,0.00,道氏技术,300409
5303.71,2021-08-04,日跌幅偏离值达7%的证券,7315.50,杭氧股份,002430
5367.18,2021-08-13,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,8348.53,容知日新,688768
84.47,2021-10-18,"连续三个交易日内,跌幅偏离值累计达20%的证券",706.74,汇洁股份,002763
849.47,2021-10-18,日振幅值达15%的证券,34.09,惠天热电,000692
9693.83,2021-09-23,"连续三个交易日内,涨幅偏离值累计达20%的证券",5304.73,中信重工,601608
8058.02,2021-07-22,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,14734.29,新益昌,688383
