Stkcd	Trddt	Clsprc
601113	2022-01-26	3.820
601116	2022-01-25	8.710
601116	2022-01-26	9.040
601117	2022-01-25	10.520
601117	2022-01-26	10.560
601118	2022-01-25	4.780
601118	2022-01-26	4.830
601126	2022-01-25	16.230
601126	2022-01-26	17.150
601127	2022-01-25	48.970
601127	2022-01-26	48.580
601128	2022-01-25	7.400
601128	2022-01-26	7.490
601137	2022-01-25	19.590
601137	2022-01-26	20.180
601138	2022-01-25	11.310
601138	2022-01-26	11.250
601139	2022-01-25	8.010
601139	2022-01-26	7.900
601155	2022-01-25	34.530
601155	2022-01-26	34.460
601156	2022-01-25	20.690
601156	2022-01-26	21.580
601158	2022-01-25	5.900
601158	2022-01-26	5.860
601162	2022-01-25	3.740
601162	2022-01-26	3.780
601163	2022-01-25	12.750
601163	2022-01-26	12.750
601166	2022-01-25	21.420
601166	2022-01-26	21.330
601168	2022-01-25	13.090
601168	2022-01-26	13.350
601169	2022-01-25	4.480
601169	2022-01-26	4.520
601177	2022-01-25	7.970
601177	2022-01-26	7.990
601179	2022-01-25	4.920
601179	2022-01-26	5.290
601186	2022-01-25	8.180
601186	2022-01-26	8.350
601187	2022-01-25	6.730
601187	2022-01-26	6.740
601188	2022-01-25	3.330
601188	2022-01-26	3.340
601198	2022-01-25	10.680
601198	2022-01-26	10.830
601199	2022-01-25	5.980
601199	2022-01-26	6.370
601200	2022-01-25	11.590
601200	2022-01-26	11.650
601208	2022-01-25	15.730
601208	2022-01-26	15.560
601211	2022-01-25	17.950
601211	2022-01-26	18.620
601212	2022-01-25	2.850
601212	2022-01-26	2.870
601216	2022-01-25	4.860
601216	2022-01-26	4.910
601218	2022-01-25	4.990
601218	2022-01-26	5.130
601222	2022-01-25	9.620
601222	2022-01-26	9.900
601225	2022-01-25	12.900
601225	2022-01-26	12.810
601226	2022-01-25	5.440
601226	2022-01-26	5.620
601228	2022-01-25	3.220
601228	2022-01-26	3.240
601229	2022-01-25	7.120
601229	2022-01-26	7.140
601231	2022-01-25	14.050
601231	2022-01-26	14.120
601233	2022-01-25	21.360
601233	2022-01-26	21.110
601236	2022-01-25	10.810
601236	2022-01-26	10.990
601238	2022-01-25	13.990
601238	2022-01-26	13.680
601258	2022-01-25	1.460
601258	2022-01-26	1.470
601279	2022-01-25	6.910
601279	2022-01-26	6.950
601288	2022-01-25	2.950
601288	2022-01-26	2.960
601298	2022-01-25	5.620
601298	2022-01-26	5.590
601311	2022-01-25	13.900
601311	2022-01-26	13.690
601318	2022-01-25	51.200
601318	2022-01-26	51.830
601319	2022-01-25	4.580
601319	2022-01-26	4.620
601326	2022-01-25	2.650
601326	2022-01-26	2.680
601328	2022-01-25	4.740
601328	2022-01-26	4.820
601330	2022-01-25	9.310
601330	2022-01-26	9.430
601333	2022-01-25	2.270
601333	2022-01-26	2.220
601336	2022-01-25	38.820
601336	2022-01-26	39.130
601339	2022-01-25	6.510
601339	2022-01-26	6.520
601360	2022-01-25	11.490
601360	2022-01-26	10.940
601366	2022-01-25	6.460
601366	2022-01-26	6.510
601368	2022-01-25	5.050
601368	2022-01-26	5.080
601369	2022-01-25	10.490
601369	2022-01-26	10.480
601375	2022-01-25	5.010
601375	2022-01-26	5.340
601377	2022-01-25	8.710
601377	2022-01-26	8.930
601388	2022-01-25	4.020
601388	2022-01-26	4.140
601390	2022-01-25	6.270
601390	2022-01-26	6.470
601398	2022-01-25	4.670
601398	2022-01-26	4.690
601399	2022-01-25	3.610
601399	2022-01-26	3.650
601456	2022-01-25	14.420
601456	2022-01-26	15.860
601500	2022-01-25	5.020
601500	2022-01-26	5.060
601512	2022-01-25	8.790
601512	2022-01-26	8.740
601515	2022-01-25	6.740
601515	2022-01-26	6.800
601518	2022-01-25	2.540
601518	2022-01-26	2.590
601519	2022-01-25	6.760
601519	2022-01-26	6.820
601528	2022-01-25	10.290
601528	2022-01-26	10.350
601555	2022-01-25	7.950
601555	2022-01-26	8.070
601566	2022-01-25	11.720
601566	2022-01-26	11.390
601567	2022-01-25	13.610
601567	2022-01-26	13.900
601568	2022-01-25	7.820
601568	2022-01-26	7.850
601577	2022-01-25	7.920
601577	2022-01-26	7.950
601579	2022-01-25	10.300
601579	2022-01-26	10.280
601588	2022-01-25	2.540
601588	2022-01-26	2.610
601595	2022-01-25	10.330
601595	2022-01-26	10.490
601598	2022-01-25	4.140
601598	2022-01-26	4.160
601599	2022-01-25	3.040
601599	2022-01-26	3.090
601600	2022-01-25	5.410
601600	2022-01-26	5.660
601601	2022-01-25	27.090
601601	2022-01-26	27.220
601606	2022-01-25	11.400
601606	2022-01-26	11.220
601607	2022-01-25	19.240
601607	2022-01-26	19.080
601608	2022-01-25	4.030
601608	2022-01-26	4.000
601609	2022-01-25	8.000
601609	2022-01-26	8.090
601611	2022-01-25	8.720
601611	2022-01-26	8.790
601615	2022-01-25	24.360
601615	2022-01-26	25.290
601616	2022-01-25	3.280
601616	2022-01-26	3.350
601618	2022-01-25	3.820
601618	2022-01-26	3.870
601619	2022-01-25	4.320
601619	2022-01-26	4.350
601628	2022-01-25	28.550
601628	2022-01-26	28.650
601633	2022-01-25	42.930
601633	2022-01-26	42.650
601636	2022-01-25	17.310
601636	2022-01-26	17.200
601658	2022-01-25	5.690
601658	2022-01-26	5.720
601665	2022-01-25	5.530
601665	2022-01-26	5.480
601666	2022-01-25	10.190
601666	2022-01-26	9.750
601668	2022-01-25	5.300
601668	2022-01-26	5.380
601669	2022-01-25	8.700
601669	2022-01-26	8.890
601677	2022-01-25	39.880
601677	2022-01-26	39.850
601678	2022-01-25	6.690
601678	2022-01-26	6.790
601686	2022-01-25	10.070
601686	2022-01-26	10.140
601688	2022-01-25	17.680
601688	2022-01-26	18.170
601689	2022-01-25	56.300
601689	2022-01-26	58.080
601696	2022-01-25	12.350
601696	2022-01-26	12.430
601698	2022-01-25	13.640
601698	2022-01-26	13.770
601699	2022-01-25	12.540
601699	2022-01-26	12.710
601700	2022-01-25	5.220
601700	2022-01-26	5.270
601702	2022-01-25	12.580
601702	2022-01-26	12.600
601717	2022-01-25	12.040
601717	2022-01-26	12.440
601718	2022-01-25	2.720
601718	2022-01-26	2.740
601727	2022-01-25	4.310
601727	2022-01-26	4.310
601728	2022-01-25	4.200
601728	2022-01-26	4.210
601766	2022-01-25	5.900
601766	2022-01-26	5.930
601777	2022-01-25	5.620
601777	2022-01-26	5.580
601778	2022-01-25	6.850
601778	2022-01-26	7.000
601788	2022-01-25	14.020
601788	2022-01-26	14.160
601789	2022-01-25	4.060
601789	2022-01-26	4.310
601798	2022-01-25	7.340
601798	2022-01-26	7.280
601799	2022-01-25	175.560
601799	2022-01-26	175.860
601800	2022-01-25	9.190
601800	2022-01-26	9.310
601801	2022-01-25	4.780
601801	2022-01-26	4.780
601808	2022-01-25	13.880
601808	2022-01-26	14.810
601811	2022-01-25	8.870
601811	2022-01-26	8.990
601816	2022-01-25	4.940
601816	2022-01-26	4.960
601818	2022-01-25	3.350
601818	2022-01-26	3.360
601825	2022-01-25	6.690
601825	2022-01-26	6.690
601827	2022-01-25	8.670
601827	2022-01-26	8.600
601828	2022-01-25	8.710
601828	2022-01-26	8.780
601838	2022-01-25	14.160
601838	2022-01-26	14.260
601857	2022-01-25	5.140
601857	2022-01-26	5.280
601858	2022-01-25	8.130
601858	2022-01-26	8.420
601860	2022-01-25	3.210
601860	2022-01-26	3.210
601865	2022-01-25	51.230
601865	2022-01-26	52.800
601866	2022-01-25	3.000
601866	2022-01-26	3.000
601868	2022-01-25	2.630
601868	2022-01-26	2.660
601869	2022-01-25	29.590
601869	2022-01-26	29.260
601872	2022-01-25	3.860
601872	2022-01-26	3.950
601877	2022-01-25	47.260
601877	2022-01-26	49.310
601878	2022-01-25	12.580
601878	2022-01-26	13.130
601880	2022-01-25	1.680
601880	2022-01-26	1.680
601881	2022-01-25	10.520
601881	2022-01-26	10.730
601882	2022-01-25	22.860
601882	2022-01-26	22.880
601886	2022-01-25	6.000
601886	2022-01-26	6.110
601888	2022-01-25	206.630
601888	2022-01-26	207.350
601890	2022-01-25	9.670
601890	2022-01-26	9.270
601898	2022-01-25	6.290
601898	2022-01-26	6.270
601899	2022-01-25	10.110
601899	2022-01-26	10.180
601900	2022-01-25	7.910
601900	2022-01-26	7.920
601901	2022-01-25	7.560
601901	2022-01-26	7.630
601908	2022-01-25	8.070
601908	2022-01-26	8.170
601916	2022-01-25	3.440
601916	2022-01-26	3.460
601918	2022-01-25	4.420
601918	2022-01-26	4.450
601919	2022-01-25	16.330
601919	2022-01-26	16.690
601921	2022-01-25	8.730
601921	2022-01-26	8.780
601928	2022-01-25	7.440
601928	2022-01-26	7.500
601929	2022-01-25	2.900
601929	2022-01-26	2.620
601933	2022-01-25	3.960
601933	2022-01-26	3.980
601939	2022-01-25	6.000
601939	2022-01-26	6.040
601949	2022-01-25	5.400
601949	2022-01-26	5.360
601952	2022-01-25	10.610
601952	2022-01-26	10.700
601956	2022-01-25	6.210
601956	2022-01-26	6.240
601958	2022-01-25	6.440
601958	2022-01-26	6.410
601963	2022-01-25	8.710
601963	2022-01-26	8.650
601965	2022-01-25	16.110
601965	2022-01-26	15.910
601966	2022-01-25	31.740
601966	2022-01-26	31.400
601968	2022-01-25	8.970
601968	2022-01-26	9.080
601969	2022-01-25	10.210
601969	2022-01-26	10.220
601975	2022-01-25	1.890
601975	2022-01-26	1.920
601985	2022-01-25	7.180
601985	2022-01-26	7.200
601988	2022-01-25	3.090
601988	2022-01-26	3.090
601989	2022-01-25	4.010
601989	2022-01-26	4.040
601990	2022-01-25	9.180
601990	2022-01-26	9.260
601991	2022-01-25	2.620
601991	2022-01-26	2.710
601992	2022-01-25	2.740
601992	2022-01-26	2.750
601995	2022-01-25	46.020
601995	2022-01-26	46.170
601996	2022-01-25	3.010
601996	2022-01-26	3.050
601997	2022-01-25	6.550
601997	2022-01-26	6.580
601998	2022-01-25	4.660
601998	2022-01-26	4.680
601999	2022-01-25	6.200
601999	2022-01-26	6.040
603000	2022-01-25	12.700
603000	2022-01-26	12.880
603001	2022-01-25	8.190
603001	2022-01-26	8.220
603002	2022-01-25	6.400
603002	2022-01-26	6.440
603003	2022-01-25	7.430
603003	2022-01-26	7.470
603005	2022-01-25	42.710
603005	2022-01-26	43.600
603006	2022-01-25	9.780
603006	2022-01-26	9.920
603007	2022-01-25	3.110
603007	2022-01-26	3.140
603008	2022-01-25	35.800
603008	2022-01-26	36.650
603009	2022-01-25	6.390
603009	2022-01-26	6.460
603010	2022-01-25	22.150
603010	2022-01-26	22.160
603011	2022-01-25	7.210
603011	2022-01-26	7.290
603012	2022-01-25	5.710
603012	2022-01-26	5.740
603013	2022-01-25	14.830
603013	2022-01-26	15.120
603015	2022-01-25	6.710
603015	2022-01-26	6.810
603016	2022-01-25	20.180
603016	2022-01-26	20.310
603017	2022-01-25	9.050
603017	2022-01-26	9.250
603018	2022-01-25	9.270
603018	2022-01-26	9.190
603019	2022-01-25	30.300
603019	2022-01-26	30.270
603020	2022-01-25	13.660
603020	2022-01-26	12.610
603021	2022-01-25	4.860
603021	2022-01-26	4.960
603022	2022-01-25	11.360
603022	2022-01-26	11.340
603023	2022-01-25	4.090
603023	2022-01-26	4.190
603025	2022-01-25	22.180
603025	2022-01-26	22.330
603026	2022-01-25	170.800
603026	2022-01-26	173.880
603027	2022-01-25	19.140
603027	2022-01-26	19.040
603028	2022-01-25	12.190
603028	2022-01-26	12.420
603029	2022-01-25	13.800
603029	2022-01-26	12.950
603030	2022-01-25	3.560
603030	2022-01-26	3.560
603031	2022-01-25	46.050
603031	2022-01-26	48.000
603032	2022-01-25	66.430
603032	2022-01-26	69.750
603033	2022-01-25	22.950
603033	2022-01-26	22.540
603035	2022-01-25	18.900
603035	2022-01-26	20.000
603036	2022-01-25	9.240
603036	2022-01-26	9.480
603037	2022-01-25	17.900
603037	2022-01-26	18.220
603038	2022-01-25	11.600
603038	2022-01-26	11.640
603039	2022-01-25	73.400
603039	2022-01-26	72.270
603040	2022-01-25	18.360
603040	2022-01-26	18.680
603041	2022-01-25	12.020
603041	2022-01-26	12.080
603042	2022-01-25	12.500
603042	2022-01-26	12.300
603043	2022-01-25	22.390
603043	2022-01-26	22.500
603045	2022-01-25	15.510
603045	2022-01-26	15.480
603048	2022-01-25	22.250
603048	2022-01-26	22.410
603050	2022-01-25	15.640
603050	2022-01-26	15.920
603053	2022-01-25	9.690
603053	2022-01-26	9.730
603055	2022-01-25	15.650
603055	2022-01-26	15.350
603056	2022-01-25	10.620
603056	2022-01-26	11.000
603058	2022-01-25	8.060
603058	2022-01-26	8.000
603059	2022-01-25	22.820
603059	2022-01-26	22.680
603060	2022-01-25	17.400
603060	2022-01-26	17.310
603063	2022-01-25	37.400
603063	2022-01-26	39.930
603066	2022-01-25	8.320
603066	2022-01-26	8.440
603067	2022-01-25	11.280
603067	2022-01-26	11.140
603068	2022-01-25	46.290
603068	2022-01-26	47.240
603069	2022-01-25	12.140
603069	2022-01-26	12.310
603071	2022-01-25	21.310
603071	2022-01-26	21.250
603076	2022-01-25	34.870
603076	2022-01-26	34.790
603077	2022-01-25	3.570
603077	2022-01-26	3.640
603078	2022-01-25	25.110
603078	2022-01-26	25.180
603079	2022-01-25	15.400
603079	2022-01-26	15.390
603080	2022-01-25	15.630
603080	2022-01-26	15.710
603081	2022-01-25	12.050
603081	2022-01-26	12.130
603083	2022-01-25	12.710
603083	2022-01-26	13.000
603085	2022-01-25	7.110
603085	2022-01-26	7.360
603086	2022-01-25	10.470
603086	2022-01-26	10.460
603087	2022-01-25	60.520
603087	2022-01-26	61.210
603088	2022-01-25	9.730
603088	2022-01-26	9.500
603089	2022-01-25	8.480
603089	2022-01-26	8.510
603090	2022-01-25	19.800
603090	2022-01-26	19.850
603093	2022-01-25	12.500
603093	2022-01-26	12.550
603095	2022-01-25	23.250
603095	2022-01-26	25.580
603096	2022-01-25	25.600
603096	2022-01-26	25.420
603098	2022-01-25	39.700
603098	2022-01-26	39.880
603099	2022-01-25	10.840
603099	2022-01-26	10.450
603100	2022-01-25	19.420
603100	2022-01-26	19.430
603101	2022-01-25	6.620
603101	2022-01-26	7.220
603102	2022-01-25	60.680
603102	2022-01-26	66.750
603103	2022-01-25	13.520
603103	2022-01-26	13.110
603105	2022-01-25	13.100
603105	2022-01-26	13.180
603106	2022-01-25	6.850
603106	2022-01-26	6.440
603108	2022-01-25	11.690
603108	2022-01-26	11.780
603109	2022-01-25	31.460
603109	2022-01-26	31.800
603110	2022-01-25	39.980
603110	2022-01-26	38.570
603111	2022-01-25	5.130
603111	2022-01-26	5.110
603112	2022-01-25	12.880
603112	2022-01-26	13.200
603113	2022-01-25	14.050
603113	2022-01-26	14.320
603115	2022-01-25	22.180
603115	2022-01-26	22.760
603116	2022-01-25	5.560
603116	2022-01-26	5.620
603117	2022-01-25	3.830
603117	2022-01-26	3.940
603118	2022-01-25	8.670
603118	2022-01-26	8.600
603121	2022-01-25	10.760
603121	2022-01-26	10.870
603123	2022-01-25	17.730
603123	2022-01-26	19.500
603126	2022-01-25	7.500
603126	2022-01-26	7.540
603127	2022-01-25	103.270
603127	2022-01-26	99.540
603128	2022-01-25	12.060
603128	2022-01-26	11.910
603129	2022-01-25	149.800
603129	2022-01-26	147.100
603131	2022-01-25	23.030
603131	2022-01-26	23.000
603133	2022-01-25	9.340
603133	2022-01-26	9.380
603136	2022-01-25	17.330
603136	2022-01-26	16.940
603138	2022-01-25	28.460
603138	2022-01-26	28.480
603139	2022-01-25	17.400
603139	2022-01-26	17.620
603150	2022-01-25	54.150
603150	2022-01-26	48.740
603155	2022-01-25	55.960
603155	2022-01-26	56.850
603156	2022-01-25	26.140
603156	2022-01-26	26.410
603157	2022-01-25	1.630
603157	2022-01-26	1.550
603158	2022-01-25	15.750
603158	2022-01-26	15.400
603159	2022-01-25	14.690
603159	2022-01-26	14.550
603160	2022-01-25	91.020
603160	2022-01-26	91.650
603161	2022-01-25	13.260
603161	2022-01-26	13.410
603165	2022-01-25	16.380
603165	2022-01-26	16.080
603166	2022-01-25	7.430
603166	2022-01-26	7.470
603167	2022-01-25	7.710
603167	2022-01-26	7.750
603168	2022-01-25	9.050
603168	2022-01-26	9.150
603169	2022-01-25	7.340
603169	2022-01-26	7.460
603171	2022-01-25	35.700
603171	2022-01-26	37.450
603176	2022-01-25	11.320
603176	2022-01-26	10.190
603177	2022-01-25	17.070
603177	2022-01-26	17.080
603178	2022-01-25	12.310
603178	2022-01-26	12.510
603179	2022-01-25	41.050
603179	2022-01-26	41.760
603180	2022-01-25	32.890
603180	2022-01-26	33.350
603181	2022-01-25	16.090
603181	2022-01-26	16.620
603183	2022-01-25	5.730
603183	2022-01-26	5.830
603185	2022-01-25	131.030
603185	2022-01-26	133.680
603186	2022-01-25	34.520
603186	2022-01-26	33.920
603187	2022-01-25	36.900
603187	2022-01-26	37.110
603188	2022-01-25	5.020
603188	2022-01-26	5.180
603189	2022-01-25	18.910
603189	2022-01-26	18.950
603192	2022-01-25	40.760
603192	2022-01-26	41.400
603195	2022-01-25	155.100
603195	2022-01-26	157.790
603196	2022-01-25	7.540
603196	2022-01-26	7.410
603197	2022-01-25	58.710
603197	2022-01-26	60.560
603198	2022-01-25	72.000
603198	2022-01-26	70.590
603199	2022-01-25	22.590
603199	2022-01-26	21.900
603200	2022-01-25	20.000
603200	2022-01-26	19.880
603203	2022-01-25	34.320
603203	2022-01-26	35.280
603208	2022-01-25	80.600
603208	2022-01-26	80.240
603212	2022-01-25	26.370
603212	2022-01-26	26.430
603213	2022-01-25	17.190
603213	2022-01-26	17.290
603214	2022-01-25	22.650
603214	2022-01-26	22.350
603216	2022-01-25	22.120
603216	2022-01-26	21.430
603217	2022-01-25	39.240
603217	2022-01-26	40.610
603218	2022-01-25	25.980
603218	2022-01-26	26.890
603219	2022-01-25	16.860
603219	2022-01-26	16.930
603220	2022-01-25	16.300
603220	2022-01-26	16.040
603221	2022-01-25	8.800
603221	2022-01-26	8.830
603222	2022-01-25	14.700
603222	2022-01-26	14.840
603223	2022-01-25	30.310
603223	2022-01-26	30.520
603225	2022-01-25	13.770
603225	2022-01-26	13.590
603226	2022-01-25	6.630
603226	2022-01-26	6.810
603227	2022-01-25	5.760
603227	2022-01-26	5.860
603228	2022-01-25	33.710
603228	2022-01-26	35.240
603229	2022-01-25	37.000
603229	2022-01-26	39.320
603230	2022-01-25	16.570
603230	2022-01-26	15.460
603232	2022-01-25	16.000
603232	2022-01-26	16.150
603233	2022-01-25	40.100
603233	2022-01-26	39.580
603236	2022-01-25	190.310
603236	2022-01-26	192.020
603238	2022-01-25	12.370
603238	2022-01-26	12.510
603239	2022-01-25	14.550
603239	2022-01-26	14.480
603256	2022-01-25	8.140
603256	2022-01-26	8.070
603258	2022-01-25	26.120
603258	2022-01-26	26.210
603259	2022-01-25	109.700
603259	2022-01-26	104.220
603260	2022-01-25	109.740
603260	2022-01-26	110.620
603266	2022-01-25	11.300
603266	2022-01-26	11.420
603267	2022-01-25	166.340
603267	2022-01-26	162.500
603268	2022-01-25	21.410
603268	2022-01-26	21.030
603269	2022-01-25	12.010
603269	2022-01-26	12.440
603277	2022-01-25	18.050
603277	2022-01-26	17.870
603278	2022-01-25	10.750
603278	2022-01-26	10.910
603279	2022-01-25	38.850
603279	2022-01-26	39.340
603283	2022-01-25	24.180
603283	2022-01-26	24.580
603286	2022-01-25	17.100
603286	2022-01-26	17.550
603288	2022-01-25	100.920
603288	2022-01-26	99.600
603289	2022-01-25	9.130
603289	2022-01-26	9.160
603290	2022-01-25	327.180
603290	2022-01-26	335.800
603297	2022-01-25	125.390
603297	2022-01-26	128.890
603298	2022-01-25	16.010
603298	2022-01-26	16.360
603299	2022-01-25	8.390
603299	2022-01-26	8.480
603300	2022-01-25	13.090
603300	2022-01-26	12.770
603301	2022-01-25	44.750
603301	2022-01-26	42.890
603303	2022-01-25	16.060
603303	2022-01-26	16.050
603305	2022-01-25	45.800
603305	2022-01-26	45.960
603306	2022-01-25	30.200
603306	2022-01-26	30.200
603308	2022-01-25	18.870
603308	2022-01-26	19.300
603309	2022-01-25	14.090
603309	2022-01-26	14.190
603311	2022-01-25	12.770
603311	2022-01-26	13.160
603313	2022-01-25	16.600
603313	2022-01-26	16.710
603315	2022-01-25	25.850
603315	2022-01-26	25.860
603316	2022-01-25	5.180
603316	2022-01-26	5.330
603317	2022-01-25	21.810
603317	2022-01-26	21.470
603318	2022-01-25	7.560
603318	2022-01-26	7.640
603319	2022-01-25	22.710
603319	2022-01-26	22.430
603320	2022-01-25	12.220
603320	2022-01-26	12.620
603321	2022-01-25	6.790
603321	2022-01-26	6.820
603322	2022-01-25	11.750
603322	2022-01-26	11.760
603323	2022-01-25	5.230
603323	2022-01-26	5.250
603324	2022-01-25	45.480
603324	2022-01-26	47.130
603326	2022-01-25	8.860
603326	2022-01-26	8.880
603327	2022-01-25	14.850
603327	2022-01-26	15.030
603328	2022-01-25	6.960
603328	2022-01-26	7.100
603329	2022-01-25	13.760
603329	2022-01-26	14.040
603330	2022-01-25	16.990
603330	2022-01-26	16.780
603331	2022-01-25	11.420
603331	2022-01-26	11.810
603332	2022-01-25	15.770
603332	2022-01-26	15.780
603333	2022-01-25	8.970
603333	2022-01-26	8.770
603335	2022-01-25	6.040
603335	2022-01-26	6.000
603336	2022-01-25	7.070
603336	2022-01-26	7.080
603337	2022-01-25	27.010
603337	2022-01-26	26.600
603338	2022-01-25	73.000
603338	2022-01-26	73.240
603339	2022-01-25	12.420
603339	2022-01-26	12.660
603345	2022-01-25	142.020
603345	2022-01-26	141.030
603348	2022-01-25	51.700
603348	2022-01-26	50.800
603351	2022-01-25	29.670
603351	2022-01-26	28.590
603353	2022-01-25	21.080
603353	2022-01-26	21.720
603355	2022-01-25	26.150
603355	2022-01-26	26.130
603356	2022-01-25	11.700
603356	2022-01-26	11.720
603357	2022-01-25	10.720
603357	2022-01-26	11.350
603358	2022-01-25	18.990
603358	2022-01-26	19.000
603359	2022-01-25	12.950
603359	2022-01-26	12.950
603360	2022-01-25	11.560
603360	2022-01-26	11.740
603363	2022-01-25	16.100
603363	2022-01-26	16.130
603365	2022-01-25	16.100
603365	2022-01-26	16.360
603366	2022-01-25	4.620
603366	2022-01-26	4.690
603367	2022-01-25	12.270
603367	2022-01-26	12.170
603368	2022-01-25	17.160
603368	2022-01-26	16.940
603369	2022-01-25	53.370
603369	2022-01-26	53.200
603377	2022-01-25	7.730
603377	2022-01-26	7.810
603378	2022-01-25	24.360
603378	2022-01-26	24.470
603379	2022-01-25	21.500
603379	2022-01-26	22.040
603380	2022-01-25	36.430
603380	2022-01-26	37.250
603383	2022-01-25	36.550
603383	2022-01-26	35.170
603385	2022-01-25	9.620
603385	2022-01-26	9.570
603386	2022-01-25	18.640
603386	2022-01-26	19.020
603387	2022-01-25	18.870
603387	2022-01-26	19.060
603388	2022-01-25	7.660
603388	2022-01-26	7.850
603389	2022-01-25	4.850
603389	2022-01-26	4.930
603390	2022-01-25	8.440
603390	2022-01-26	8.460
603392	2022-01-25	240.000
603392	2022-01-26	233.330
603393	2022-01-25	22.280
603393	2022-01-26	22.850
603396	2022-01-25	80.000
603396	2022-01-26	79.980
603398	2022-01-25	16.770
603398	2022-01-26	16.030
603399	2022-01-25	10.980
603399	2022-01-26	12.080
603408	2022-01-25	13.270
603408	2022-01-26	13.150
603416	2022-01-25	41.060
603416	2022-01-26	42.350
603421	2022-01-25	7.520
603421	2022-01-26	7.520
603429	2022-01-25	22.400
603429	2022-01-26	22.680
603439	2022-01-25	13.690
603439	2022-01-26	13.780
603444	2022-01-25	356.500
603444	2022-01-26	361.500
603456	2022-01-25	46.160
603456	2022-01-26	44.400
603458	2022-01-25	12.600
603458	2022-01-26	13.480
603466	2022-01-25	30.850
603466	2022-01-26	32.830
603477	2022-01-25	17.710
603477	2022-01-26	17.770
603486	2022-01-25	135.590
603486	2022-01-26	133.150
603488	2022-01-25	7.990
603488	2022-01-26	8.300
603489	2022-01-25	209.080
603489	2022-01-26	205.600
603496	2022-01-25	15.450
603496	2022-01-26	15.210
603499	2022-01-25	8.130
603499	2022-01-26	8.150
603500	2022-01-25	8.880
603500	2022-01-26	8.930
603501	2022-01-25	278.600
603501	2022-01-26	276.380
603505	2022-01-25	31.260
603505	2022-01-26	32.750
603506	2022-01-25	15.660
603506	2022-01-26	15.460
603507	2022-01-25	34.790
603507	2022-01-26	37.150
603508	2022-01-25	22.120
603508	2022-01-26	22.490
603511	2022-01-25	21.620
603511	2022-01-26	21.430
603515	2022-01-25	19.260
603515	2022-01-26	19.220
603516	2022-01-25	17.480
603516	2022-01-26	17.360
603517	2022-01-25	56.370
603517	2022-01-26	56.100
603518	2022-01-25	10.290
603518	2022-01-26	10.340
603519	2022-01-25	12.050
603519	2022-01-26	12.130
603520	2022-01-25	51.760
603520	2022-01-26	51.610
603527	2022-01-25	10.650
603527	2022-01-26	10.450
603528	2022-01-25	6.540
603528	2022-01-26	6.760
603529	2022-01-25	41.600
603529	2022-01-26	41.600
603530	2022-01-25	16.590
603530	2022-01-26	16.730
603533	2022-01-25	19.490
603533	2022-01-26	19.400
603535	2022-01-25	26.300
603535	2022-01-26	26.430
603536	2022-01-25	10.500
603536	2022-01-26	10.430
603538	2022-01-25	31.050
603538	2022-01-26	30.900
603551	2022-01-25	9.590
603551	2022-01-26	9.550
603555	2022-01-25	3.090
603555	2022-01-26	3.060
603556	2022-01-25	12.300
603556	2022-01-26	12.540
603557	2022-01-25	4.460
603557	2022-01-26	4.460
603558	2022-01-25	10.700
603558	2022-01-26	10.930
603559	2022-01-25	11.140
603559	2022-01-26	11.170
603565	2022-01-25	30.880
603565	2022-01-26	30.350
603566	2022-01-25	23.630
603566	2022-01-26	23.650
603567	2022-01-25	13.680
603567	2022-01-26	13.450
603568	2022-01-25	31.650
603568	2022-01-26	31.930
603569	2022-01-25	6.800
603569	2022-01-26	6.860
603577	2022-01-25	9.220
603577	2022-01-26	10.140
603578	2022-01-25	15.300
603578	2022-01-26	15.520
603579	2022-01-25	29.900
603579	2022-01-26	30.080
603580	2022-01-25	11.180
603580	2022-01-26	11.320
603583	2022-01-25	44.040
603583	2022-01-26	43.100
603585	2022-01-25	18.600
603585	2022-01-26	18.900
603586	2022-01-25	12.110
603586	2022-01-26	12.190
603587	2022-01-25	17.660
603587	2022-01-26	17.690
603588	2022-01-25	16.340
603588	2022-01-26	16.370
603589	2022-01-25	70.590
603589	2022-01-26	70.000
603590	2022-01-25	28.800
603590	2022-01-26	28.970
603595	2022-01-25	29.220
603595	2022-01-26	29.480
603596	2022-01-25	73.960
603596	2022-01-26	79.800
603598	2022-01-25	14.720
603598	2022-01-26	13.250
603599	2022-01-25	34.500
603599	2022-01-26	33.920
603600	2022-01-25	11.020
603600	2022-01-26	11.050
603601	2022-01-25	10.600
603601	2022-01-26	10.540
603602	2022-01-25	11.520
603602	2022-01-26	12.200
603603	2022-01-25	5.090
603603	2022-01-26	5.130
603605	2022-01-25	171.930
603605	2022-01-26	172.970
603606	2022-01-25	48.770
603606	2022-01-26	53.220
603607	2022-01-25	14.350
603607	2022-01-26	14.480
603608	2022-01-25	5.820
603608	2022-01-26	5.840
603609	2022-01-25	10.370
603609	2022-01-26	10.520
603610	2022-01-25	21.620
603610	2022-01-26	21.700
603611	2022-01-25	17.470
603611	2022-01-26	17.700
603612	2022-01-25	17.710
603612	2022-01-26	17.910
603613	2022-01-25	116.790
603613	2022-01-26	119.900
603615	2022-01-25	8.170
603615	2022-01-26	8.260
603616	2022-01-25	7.580
603616	2022-01-26	7.440
603617	2022-01-25	12.220
603617	2022-01-26	12.380
603618	2022-01-25	6.180
603618	2022-01-26	6.370
603619	2022-01-25	13.650
